ano,mes,tipo,valor_100_milhoes_kwh,valor_twh,publicacao,url,arquivo_fonte,trecho_original
2021,10,mensal,6603.0,660.3,2021-11-12,https://www.nea.gov.cn/2021-11/12/c_1310307186.htm,fontes_html/8a480c3e051828774be7.html,10月份，我国经济持续稳定恢复，全社会用电量持续增长，达到6603亿千瓦时
2021,10,acumulado,68254.0,6825.4,2021-11-12,https://www.nea.gov.cn/2021-11/12/c_1310307186.htm,fontes_html/8a480c3e051828774be7.html,1-10月，全社会用电量累计68254亿千瓦时
2021,9,mensal,6947.0,694.7,2021-10-13,https://www.nea.gov.cn/2021-10/13/c_1310241476.htm,fontes_html/e1d624ab03890092ac5c.html,9月份，我国经济持续稳定恢复，全社会用电量持续增长，达到6947亿千瓦时
2021,9,acumulado,61651.0,6165.1,2021-10-13,https://www.nea.gov.cn/2021-10/13/c_1310241476.htm,fontes_html/e1d624ab03890092ac5c.html,1-9月，全社会用电量累计61651亿千瓦时
2021,8,mensal,7607.0,760.7,2021-09-14,https://www.nea.gov.cn/2021-09/14/c_1310187100.htm,fontes_html/3ee190b0608c2e4a6f60.html,8月份，我国经济持续稳定恢复，全社会用电量持续增长，达到7607亿千瓦时
2021,8,acumulado,54704.0,5470.4,2021-09-14,https://www.nea.gov.cn/2021-09/14/c_1310187100.htm,fontes_html/3ee190b0608c2e4a6f60.html,1-8月，全社会用电量累计54704亿千瓦时
2021,7,mensal,7758.0,775.8,2021-08-12,https://www.nea.gov.cn/2021-08/12/c_1310122831.htm,fontes_html/2e6a734f7ca0269c3636.html,7月份，我国经济持续稳定恢复，全社会用电量持续增长，达到7758亿千瓦时
2021,7,acumulado,47097.0,4709.7,2021-08-12,https://www.nea.gov.cn/2021-08/12/c_1310122831.htm,fontes_html/2e6a734f7ca0269c3636.html,1-7月，全社会用电量累计47097亿千瓦时
2021,6,mensal,7033.0,703.3,2021-07-14,https://www.nea.gov.cn/2021-07/14/c_1310060966.htm,fontes_html/64a4404772c2227feb27.html,6月份，我国经济保持稳定恢复，全社会用电量持续增长，达到7033亿千瓦时
2021,6,acumulado,39339.0,3933.9,2021-07-14,https://www.nea.gov.cn/2021-07/14/c_1310060966.htm,fontes_html/64a4404772c2227feb27.html,1-6月，全社会用电量累计39339亿千瓦时
2021,5,mensal,6724.0,672.4,2021-06-15,https://www.nea.gov.cn/2021-06/15/c_1310009338.htm,fontes_html/36c1402d86e5c07c53f2.html,5月份，我国经济持续稳定恢复，全社会用电量持续快速增长，达到6724亿千瓦时
2021,5,acumulado,32305.0,3230.5,2021-06-15,https://www.nea.gov.cn/2021-06/15/c_1310009338.htm,fontes_html/36c1402d86e5c07c53f2.html,1-5月，全社会用电量累计32305亿千瓦时
2021,4,mensal,6361.0,636.1,2021-05-14,https://www.nea.gov.cn/2021-05/14/c_139944668.htm,fontes_html/d90183624fe1fbc0956a.html,4月份，全社会用电量6361亿千瓦时
2021,4,acumulado,25581.0,2558.1,2021-05-14,https://www.nea.gov.cn/2021-05/14/c_139944668.htm,fontes_html/d90183624fe1fbc0956a.html,1-4月，全社会用电量累计25581亿千瓦时
2021,3,mensal,6631.0,663.1,2021-04-14,https://www.nea.gov.cn/2021-04/14/c_139880514.htm,fontes_html/bf6d4f94e019ee746f07.html,3月份，全社会用电量6631亿千瓦时
2021,3,acumulado,19219.0,1921.9,2021-04-14,https://www.nea.gov.cn/2021-04/14/c_139880514.htm,fontes_html/bf6d4f94e019ee746f07.html,1-3月，全社会用电量累计19219亿千瓦时
2021,2,mensal,5264.0,526.4,2021-03-12,https://www.nea.gov.cn/2021-03/12/c_139805948.htm,fontes_html/34dbc836251649a1be1a.html,2月份，全社会用电量5264亿千瓦时
2021,2,acumulado,12588.0,1258.8,2021-03-12,https://www.nea.gov.cn/2021-03/12/c_139805948.htm,fontes_html/34dbc836251649a1be1a.html,1-2月，全社会用电量累计12588亿千瓦时
2020,12,anual,75110.0,7511.0,2021-01-20,https://www.nea.gov.cn/2021-01/20/c_139682386.htm,fontes_html/609f9fcea501d46bb5a7.html,2020年，全社会用电量75110亿千瓦时
2020,11,mensal,6467.0,646.7,2020-12-14,https://www.nea.gov.cn/2020-12/14/c_139588917.htm,fontes_html/aa0b35a07b70aca9b3ed.html,11月份，全社会用电量6467亿千瓦时
2020,11,acumulado,66772.0,6677.2,2020-12-14,https://www.nea.gov.cn/2020-12/14/c_139588917.htm,fontes_html/aa0b35a07b70aca9b3ed.html,1-11月，全社会用电量累计66772亿千瓦时
2020,10,mensal,6172.0,617.2,2020-11-13,https://www.nea.gov.cn/2020-11/13/c_139513791.htm,fontes_html/a2b2b0969e4e4b6dfad7.html,10月份，全社会用电量6172亿千瓦时
2020,10,acumulado,60306.0,6030.6,2020-11-13,https://www.nea.gov.cn/2020-11/13/c_139513791.htm,fontes_html/a2b2b0969e4e4b6dfad7.html,1-10月，全社会用电量累计60306亿千瓦时
2020,9,mensal,6454.0,645.4,2020-10-16,https://www.nea.gov.cn/2020-10/16/c_139444629.htm,fontes_html/16d3d6c0737839af4ee7.html,9月份，全社会用电量6454亿千瓦时
2020,9,acumulado,54134.0,5413.4,2020-10-16,https://www.nea.gov.cn/2020-10/16/c_139444629.htm,fontes_html/16d3d6c0737839af4ee7.html,1-9月，全社会用电量累计54134亿千瓦时
2020,8,mensal,7294.0,729.4,2020-09-14,https://www.nea.gov.cn/2020-09/14/c_139367363.htm,fontes_html/01614f2a39f93653c047.html,8月份，全社会用电量7294亿千瓦时
2020,8,acumulado,47676.0,4767.6,2020-09-14,https://www.nea.gov.cn/2020-09/14/c_139367363.htm,fontes_html/01614f2a39f93653c047.html,1-8月，全社会用电量累计47676亿千瓦时
2020,7,mensal,6824.0,682.4,2020-08-13,https://www.nea.gov.cn/2020-08/13/c_139287159.htm,fontes_html/9c29f763fd79e4f5e261.html,7月份，全社会用电量6824亿千瓦时
2020,7,acumulado,40381.0,4038.1,2020-08-13,https://www.nea.gov.cn/2020-08/13/c_139287159.htm,fontes_html/9c29f763fd79e4f5e261.html,1-7月，全社会用电量累计40381亿千瓦时
2020,6,mensal,6350.0,635.0,2020-07-13,https://www.nea.gov.cn/2020-07/13/c_139209401.htm,fontes_html/94fc5a24bb5e578fd7f6.html,6月份，全社会用电量6350亿千瓦时
2020,6,acumulado,33547.0,3354.7,2020-07-13,https://www.nea.gov.cn/2020-07/13/c_139209401.htm,fontes_html/94fc5a24bb5e578fd7f6.html,1-6月，全社会用电量累计33547亿千瓦时
2020,5,mensal,5926.0,592.6,2020-06-19,https://www.nea.gov.cn/2020-06/19/c_139150749.htm,fontes_html/88c9f1012fc5a06cb3dd.html,5月份，全社会用电量5926亿千瓦时
2020,5,acumulado,27197.0,2719.7,2020-06-19,https://www.nea.gov.cn/2020-06/19/c_139150749.htm,fontes_html/88c9f1012fc5a06cb3dd.html,1-5月，全社会用电量累计27197亿千瓦时
2020,4,mensal,5572.0,557.2,2020-05-15,https://www.nea.gov.cn/2020-05/15/c_139060076.htm,fontes_html/358957d250f8547c3a82.html,4月份，全社会用电量5572亿千瓦时
2020,4,acumulado,21270.0,2127.0,2020-05-15,https://www.nea.gov.cn/2020-05/15/c_139060076.htm,fontes_html/358957d250f8547c3a82.html,1-4月，全社会用电量累计21270亿千瓦时
2020,3,mensal,5493.0,549.3,2020-04-17,https://www.nea.gov.cn/2020-04/17/c_138984241.htm,fontes_html/ad44afddbe1539c21f84.html,3月份，全社会用电量5493亿千瓦时
2020,3,acumulado,15698.0,1569.8,2020-04-17,https://www.nea.gov.cn/2020-04/17/c_138984241.htm,fontes_html/ad44afddbe1539c21f84.html,1-3月，全社会用电量累计15698亿千瓦时
2020,2,mensal,4398.0,439.8,2020-03-20,https://www.nea.gov.cn/2020-03/20/c_138898634.htm,fontes_html/6d253cc0028e44e2adb5.html,2月份，全社会用电量4398亿千瓦时
2020,2,acumulado,10203.0,1020.3,2020-03-20,https://www.nea.gov.cn/2020-03/20/c_138898634.htm,fontes_html/6d253cc0028e44e2adb5.html,1-2月，全社会用电量累计10203亿千瓦时
2019,12,anual,72255.0,7225.5,2020-01-20,https://www.nea.gov.cn/2020-01/20/c_138720877.htm,fontes_html/c1a56454b4b4221598b1.html,2019年，全社会用电量72255亿千瓦时
2019,11,mensal,5912.0,591.2,2019-12-20,https://www.nea.gov.cn/2019-12/20/c_138646512.htm,fontes_html/97c6fdc785cfcb401a46.html,11月份，全社会用电量5912亿千瓦时
2019,11,acumulado,65144.0,6514.4,2019-12-20,https://www.nea.gov.cn/2019-12/20/c_138646512.htm,fontes_html/97c6fdc785cfcb401a46.html,1-11月，全社会用电量累计65144亿千瓦时
2019,10,mensal,5790.0,579.0,2019-11-18,https://www.nea.gov.cn/2019-11/18/c_138564199.htm,fontes_html/bf7656074fff8c4cb352.html,10月份，全社会用电量5790亿千瓦时
2019,10,acumulado,59232.0,5923.2,2019-11-18,https://www.nea.gov.cn/2019-11/18/c_138564199.htm,fontes_html/bf7656074fff8c4cb352.html,1-10月，全社会用电量累计59232亿千瓦时
2019,9,mensal,6020.0,602.0,2019-10-16,https://www.nea.gov.cn/2019-10/16/c_138476552.htm,fontes_html/b89f0a219240e38cf8c7.html,9月份，全社会用电量6020亿千瓦时
2019,9,acumulado,53442.0,5344.2,2019-10-16,https://www.nea.gov.cn/2019-10/16/c_138476552.htm,fontes_html/b89f0a219240e38cf8c7.html,1-9月，全社会用电量累计53442亿千瓦时
2019,8,mensal,6770.0,677.0,2019-09-18,https://www.nea.gov.cn/2019-09/18/c_138400868.htm,fontes_html/33f387f0ec9894282682.html,8月份，全社会用电量6770亿千瓦时
2019,8,acumulado,47422.0,4742.2,2019-09-18,https://www.nea.gov.cn/2019-09/18/c_138400868.htm,fontes_html/33f387f0ec9894282682.html,1-8月，全社会用电量累计47422亿千瓦时
2019,7,mensal,6672.0,667.2,2019-08-16,https://www.nea.gov.cn/2019-08/16/c_138313369.htm,fontes_html/b7e75470f88c54133344.html,7月份，全社会用电量6672亿千瓦时
2019,7,acumulado,40652.0,4065.2,2019-08-16,https://www.nea.gov.cn/2019-08/16/c_138313369.htm,fontes_html/b7e75470f88c54133344.html,1-7月，全社会用电量累计40652亿千瓦时
2019,6,mensal,5987.0,598.7,2019-07-16,https://www.nea.gov.cn/2019-07/16/c_138231510.htm,fontes_html/42e4ea668fc45be84f1e.html,6月份，全社会用电量5987亿千瓦时
2019,6,acumulado,33980.0,3398.0,2019-07-16,https://www.nea.gov.cn/2019-07/16/c_138231510.htm,fontes_html/42e4ea668fc45be84f1e.html,1-6月，全社会用电量累计33980亿千瓦时
2019,5,mensal,5665.0,566.5,2019-06-14,https://www.nea.gov.cn/2019-06/14/c_138144020.htm,fontes_html/ab6ccef8b0b1e6559fe8.html,5月份，全社会用电量5665亿千瓦时
2019,5,acumulado,27993.0,2799.3,2019-06-14,https://www.nea.gov.cn/2019-06/14/c_138144020.htm,fontes_html/ab6ccef8b0b1e6559fe8.html,1-5月，全社会用电量累计27993亿千瓦时
2019,4,mensal,5534.0,553.4,2019-05-16,https://www.nea.gov.cn/2019-05/16/c_138063559.htm,fontes_html/2423c72ce75bca5b1c5f.html,4月份，全社会用电量5534亿千瓦时
2019,4,acumulado,22329.0,2232.9,2019-05-16,https://www.nea.gov.cn/2019-05/16/c_138063559.htm,fontes_html/2423c72ce75bca5b1c5f.html,1-4月，全社会用电量累计22329亿千瓦时
2019,3,mensal,5732.0,573.2,2019-04-19,https://www.nea.gov.cn/2019-04/19/c_137990693.htm,fontes_html/09092b795ca59bd44510.html,3月份，全社会用电量5732亿千瓦时
2019,3,acumulado,16795.0,1679.5,2019-04-19,https://www.nea.gov.cn/2019-04/19/c_137990693.htm,fontes_html/09092b795ca59bd44510.html,1-3月，全社会用电量累计16795亿千瓦时
2019,2,mensal,4891.0,489.1,2019-03-20,https://www.nea.gov.cn/2019-03/20/c_137910037.htm,fontes_html/4b92733981d38ed17e36.html,2月份，全社会用电量4891亿千瓦时
2019,2,acumulado,11063.0,1106.3,2019-03-20,https://www.nea.gov.cn/2019-03/20/c_137910037.htm,fontes_html/4b92733981d38ed17e36.html,1-2月，全社会用电量累计11063亿千瓦时
2018,12,anual,68449.0,6844.9,2019-01-18,https://www.nea.gov.cn/2019-01/18/c_137754978.htm,fontes_html/997b0be156ccdea03251.html,2018年，全社会用电量68449亿千瓦时
2018,11,mensal,5647.0,564.7,2018-12-20,https://www.nea.gov.cn/2018-12/20/c_137687431.htm,fontes_html/d0ce15bff29affe01d16.html,11月份，全社会用电量5647亿千瓦时
2018,11,acumulado,62199.0,6219.9,2018-12-20,https://www.nea.gov.cn/2018-12/20/c_137687431.htm,fontes_html/d0ce15bff29affe01d16.html,1-11月，全社会用电量累计62199亿千瓦时
2018,10,mensal,5481.0,548.1,2018-11-16,https://www.nea.gov.cn/2018-11/16/c_137611723.htm,fontes_html/4eef01010103fdf2b1f6.html,10月份，全社会用电量5481亿千瓦时
2018,10,acumulado,56552.0,5655.2,2018-11-16,https://www.nea.gov.cn/2018-11/16/c_137611723.htm,fontes_html/4eef01010103fdf2b1f6.html,1-10月，全社会用电量累计56552亿千瓦时
2018,9,mensal,5742.0,574.2,2018-10-22,https://www.nea.gov.cn/2018-10/22/c_137550150.htm,fontes_html/dd737ae2f617537ea081.html,9月份，全社会用电量5742亿千瓦时
2018,9,acumulado,51061.0,5106.1,2018-10-22,https://www.nea.gov.cn/2018-10/22/c_137550150.htm,fontes_html/dd737ae2f617537ea081.html,1-9月，全社会用电量累计51061亿千瓦时
2018,8,mensal,6521.0,652.1,2018-09-18,https://www.nea.gov.cn/2018-09/18/c_137476373.htm,fontes_html/259ad1ad668de601c8b8.html,8月份，全社会用电量6521亿千瓦时
2018,8,acumulado,45296.0,4529.6,2018-09-18,https://www.nea.gov.cn/2018-09/18/c_137476373.htm,fontes_html/259ad1ad668de601c8b8.html,1-8月，全社会用电量累计45296亿千瓦时
2018,7,mensal,6484.0,648.4,2018-08-17,https://www.nea.gov.cn/2018-08/17/c_137398024.htm,fontes_html/601ff98e4e89e3f0d58f.html,7月份，全社会用电量6484亿千瓦时
2018,7,acumulado,38775.0,3877.5,2018-08-17,https://www.nea.gov.cn/2018-08/17/c_137398024.htm,fontes_html/601ff98e4e89e3f0d58f.html,1-7月，全社会用电量累计38775亿千瓦时
2018,6,mensal,5663.0,566.3,2018-07-13,https://www.nea.gov.cn/2018-07/13/c_137322013.htm,fontes_html/09345a4b79db245d5d53.html,6月份，全社会用电量5663亿千瓦时
2018,6,acumulado,32291.0,3229.1,2018-07-13,https://www.nea.gov.cn/2018-07/13/c_137322013.htm,fontes_html/09345a4b79db245d5d53.html,1-6月，全社会用电量累计32291亿千瓦时
2018,5,mensal,5534.0,553.4,2018-06-20,https://www.nea.gov.cn/2018-06/20/c_137268133.htm,fontes_html/33cd27073228f779e72d.html,5月份，全社会用电量5534亿千瓦时
2018,5,acumulado,26628.0,2662.8,2018-06-20,https://www.nea.gov.cn/2018-06/20/c_137268133.htm,fontes_html/33cd27073228f779e72d.html,1-5月，全社会用电量累计26628亿千瓦时
2018,4,mensal,5217.0,521.7,2018-05-14,https://www.nea.gov.cn/2018-05/14/c_137178201.htm,fontes_html/5d47653b0e65c43137b0.html,4月份，全社会用电量5217亿千瓦时
2018,4,acumulado,21094.0,2109.4,2018-05-14,https://www.nea.gov.cn/2018-05/14/c_137178201.htm,fontes_html/5d47653b0e65c43137b0.html,1-4月，全社会用电量累计21094亿千瓦时
2018,3,mensal,5325.0,532.5,2018-04-13,https://www.nea.gov.cn/2018-04/13/c_137108797.htm,fontes_html/5e1b86e1834f90bfebc9.html,3月份，全社会用电量5325亿千瓦时
2018,3,acumulado,15878.0,1587.8,2018-04-13,https://www.nea.gov.cn/2018-04/13/c_137108797.htm,fontes_html/5e1b86e1834f90bfebc9.html,1-3月，全社会用电量累计15878亿千瓦时
2018,2,mensal,4557.0,455.7,2018-03-20,https://www.nea.gov.cn/2018-03/20/c_137052579.htm,fontes_html/fcd7fce0b0bdc2a0d0f3.html,2月份，全社会用电量4557亿千瓦时
